File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF308BGH	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR826UTD	Histone ChIP-seq	/human-donors/ENCDO349AAA/	EFO:0002074	PC-3	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-03	ENCODE		sonication (generic), none	300-600	1	1_1							/files/ENCFF356LFX/, /files/ENCFF092ZKC/, /files/ENCFF240AMM/, /files/ENCFF110MPI/	2127370	ENCODE Processing Pipeline	5ad941c523e02a76d2a31041ce46a358		https://www.encodeproject.org/files/ENCFF308BGH/@@download/ENCFF308BGH.bed.gz				released	s3://encode-public/2020/10/09/aebcfc07-6498-48ee-9d90-c054625d06cb/ENCFF308BGH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/09/aebcfc07-6498-48ee-9d90-c054625d06cb/ENCFF308BGH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, mild to moderate bottlenecking		
ENCFF876ASC	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR826UTD	Histone ChIP-seq	/human-donors/ENCDO349AAA/	EFO:0002074	PC-3	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-03	ENCODE		sonication (generic), none	300-600	2	2_1							/files/ENCFF356LFX/, /files/ENCFF240AMM/, /files/ENCFF951SHC/, /files/ENCFF110MPI/	1871860	ENCODE Processing Pipeline	ef79c52fbe078d2d9ef0e78042caf84a		https://www.encodeproject.org/files/ENCFF876ASC/@@download/ENCFF876ASC.bed.gz				released	s3://encode-public/2020/10/09/04ba3109-addf-4037-9867-31e591669d23/ENCFF876ASC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/09/04ba3109-addf-4037-9867-31e591669d23/ENCFF876ASC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, mild to moderate bottlenecking		
ENCFF001SYJ	bed broadPeak	bed	broadPeak	peaks	hg19	ENCSR000ALB	Histone ChIP-seq		CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document											1000401	Bradley Bernstein, Broad	045c6895636fbe3e55f79f2266a272fb		https://www.encodeproject.org/files/ENCFF001SYJ/@@download/ENCFF001SYJ.bed.gz				archived	s3://encode-public/2010/11/16/63089739-78b1-4f6e-bb78-b1905a8f058e/ENCFF001SYJ.broadPeak.gz	https://datasetencode.blob.core.windows.net/dataset/2010/11/16/63089739-78b1-4f6e-bb78-b1905a8f058e/ENCFF001SYJ.broadPeak.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	
ENCFF077LGZ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000ALB	Histone ChIP-seq	/human-donors/ENCDO466MPW/, /human-donors/ENCDO560UMK/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF152MBM/, /files/ENCFF609TUB/, /files/ENCFF374DGO/, /files/ENCFF356LFX/	1460064	ENCODE Processing Pipeline	2d383d0318a96078347490ec1a8d4a5b		https://www.encodeproject.org/files/ENCFF077LGZ/@@download/ENCFF077LGZ.bed.gz				released	s3://encode-public/2020/09/30/56c7b385-ea0a-479b-aea2-5133dbf90697/ENCFF077LGZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/30/56c7b385-ea0a-479b-aea2-5133dbf90697/ENCFF077LGZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	
ENCFF126WUG	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR000ALB	Histone ChIP-seq	/human-donors/ENCDO466MPW/, /human-donors/ENCDO560UMK/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF152MBM/, /files/ENCFF609TUB/, /files/ENCFF374DGO/, /files/ENCFF356LFX/	1250978	ENCODE Processing Pipeline	0f8c211647b55af85c8046063409536a		https://www.encodeproject.org/files/ENCFF126WUG/@@download/ENCFF126WUG.bed.gz				released	s3://encode-public/2020/09/30/71b07797-300b-47d6-830f-088c2167577f/ENCFF126WUG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/30/71b07797-300b-47d6-830f-088c2167577f/ENCFF126WUG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	
ENCFF044IHW	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000ALB	Histone ChIP-seq	/human-donors/ENCDO466MPW/, /human-donors/ENCDO560UMK/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF000BRS/, /files/ENCFF000BRQ/, /files/ENCFF000BQJ/, /files/ENCFF000BQK/	1060823	Anshul Kundaje, Stanford	5988b9437e3b868dd99ef54c591cc78a		https://www.encodeproject.org/files/ENCFF044IHW/@@download/ENCFF044IHW.bed.gz				archived	s3://encode-public/2016/07/30/82c735a2-9aa4-4765-bb65-b23b5b3f8ba6/ENCFF044IHW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/07/30/82c735a2-9aa4-4765-bb65-b23b5b3f8ba6/ENCFF044IHW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	
ENCFF572LWG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000ALB	Histone ChIP-seq		CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document										/files/ENCFF982IIU/, /files/ENCFF805FVH/	1326310	Anshul Kundaje, Stanford	1578f762cf71adff460ff13e32640444		https://www.encodeproject.org/files/ENCFF572LWG/@@download/ENCFF572LWG.bed.gz				archived	s3://encode-public/2016/08/14/374db0b3-f5cf-479f-8d6e-93602b89ccc6/ENCFF572LWG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/08/14/374db0b3-f5cf-479f-8d6e-93602b89ccc6/ENCFF572LWG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	
ENCFF230YIF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000ALB	Histone ChIP-seq	/human-donors/ENCDO466MPW/, /human-donors/ENCDO560UMK/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF977XML/, /files/ENCFF039WIG/, /files/ENCFF757GIT/	1199606	ENCODE Processing Pipeline	d822f44a3fa896b3ef3f2e6c59edf172		https://www.encodeproject.org/files/ENCFF230YIF/@@download/ENCFF230YIF.bed.gz				released	s3://encode-public/2017/04/05/b343de48-7c9b-43e7-b840-cab5048761b7/ENCFF230YIF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/04/05/b343de48-7c9b-43e7-b840-cab5048761b7/ENCFF230YIF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	
ENCFF524AYM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000ALB	Histone ChIP-seq	/human-donors/ENCDO466MPW/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1	1_1							/files/ENCFF977XML/, /files/ENCFF039WIG/	1443688	ENCODE Processing Pipeline	546015a3e9a44fc258f357f2daf05222		https://www.encodeproject.org/files/ENCFF524AYM/@@download/ENCFF524AYM.bed.gz				released	s3://encode-public/2017/04/05/a50ca6a9-4b0f-4f26-8d1c-3352871d8d98/ENCFF524AYM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/04/05/a50ca6a9-4b0f-4f26-8d1c-3352871d8d98/ENCFF524AYM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	
ENCFF866QCE	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000ALB	Histone ChIP-seq	/human-donors/ENCDO560UMK/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		2	2_1							/files/ENCFF039WIG/, /files/ENCFF757GIT/	1227489	ENCODE Processing Pipeline	4c69ea53e2c19cdb05af2c95c23b4c46		https://www.encodeproject.org/files/ENCFF866QCE/@@download/ENCFF866QCE.bed.gz				released	s3://encode-public/2017/04/05/26886684-350b-471d-9428-914d580386dd/ENCFF866QCE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/04/05/26886684-350b-471d-9428-914d580386dd/ENCFF866QCE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	
ENCFF340XWP	bed narrowPeak	bed	narrowPeak	replicated peaks	hg19	ENCSR000ALB	Histone ChIP-seq	/human-donors/ENCDO466MPW/, /human-donors/ENCDO560UMK/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF524AYM/, /files/ENCFF230YIF/, /files/ENCFF866QCE/	1417331	ENCODE Processing Pipeline	5f2d5d8ea1fb3a313fdb487726e3d6a0		https://www.encodeproject.org/files/ENCFF340XWP/@@download/ENCFF340XWP.bed.gz				released	s3://encode-public/2017/04/05/a3f32a3b-5b03-4c6b-9f5b-a3ee3ca0f491/ENCFF340XWP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/04/05/a3f32a3b-5b03-4c6b-9f5b-a3ee3ca0f491/ENCFF340XWP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	
ENCFF426QFH	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR000ALB	Histone ChIP-seq	/human-donors/ENCDO466MPW/, /human-donors/ENCDO560UMK/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF916FMJ/, /files/ENCFF032EQY/, /files/ENCFF260DZJ/	1411135	ENCODE Processing Pipeline	f098650faa897b7910771cfd3502f2ee		https://www.encodeproject.org/files/ENCFF426QFH/@@download/ENCFF426QFH.bed.gz				released	s3://encode-public/2017/04/05/3aad1dc7-18e4-4ce3-b2f6-85b039011b5b/ENCFF426QFH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/04/05/3aad1dc7-18e4-4ce3-b2f6-85b039011b5b/ENCFF426QFH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	
ENCFF916FMJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR000ALB	Histone ChIP-seq	/human-donors/ENCDO560UMK/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		2	2_1							/files/ENCFF851NCB/, /files/ENCFF780ZFP/	1184559	ENCODE Processing Pipeline	051c5c6671354187217549e9ae14a243		https://www.encodeproject.org/files/ENCFF916FMJ/@@download/ENCFF916FMJ.bed.gz				released	s3://encode-public/2017/04/05/76d08170-eac0-450f-904e-7e6410808ddc/ENCFF916FMJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/04/05/76d08170-eac0-450f-904e-7e6410808ddc/ENCFF916FMJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	
ENCFF260DZJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR000ALB	Histone ChIP-seq	/human-donors/ENCDO466MPW/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1	1_1							/files/ENCFF450EBG/, /files/ENCFF780ZFP/	1614580	ENCODE Processing Pipeline	b851c3b7a946e33cce8958af73add6bf		https://www.encodeproject.org/files/ENCFF260DZJ/@@download/ENCFF260DZJ.bed.gz				released	s3://encode-public/2017/04/05/628ec2f3-2a09-4e92-b654-0bb27b75a426/ENCFF260DZJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/04/05/628ec2f3-2a09-4e92-b654-0bb27b75a426/ENCFF260DZJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length, low read depth	insufficient read depth	
