File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF723WID	bed bed9	bed	bed9	transcription segment quantifications	GRCh38	ENCSR114UOQ	BruUV-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF787VFO/	853437	Mats Ljungman, UMichigan	0702aae43f93b4baa47459aafe69baa2		https://www.encodeproject.org/files/ENCFF723WID/@@download/ENCFF723WID.bed.gz				released	s3://encode-public/2022/12/21/5c27431d-8e27-4f42-bc1d-314fd5de3d54/ENCFF723WID.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/5c27431d-8e27-4f42-bc1d-314fd5de3d54/ENCFF723WID.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF986WGG	bed bed9	bed	bed9	transcription segment quantifications	GRCh38	ENCSR114UOQ	BruUV-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF471TGS/	867485	Mats Ljungman, UMichigan	6d4a6387290517ef440dd814f22dcfa9		https://www.encodeproject.org/files/ENCFF986WGG/@@download/ENCFF986WGG.bed.gz				released	s3://encode-public/2022/12/21/02aae082-e8ed-4bf3-ae6b-a1acd46a9681/ENCFF986WGG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/02aae082-e8ed-4bf3-ae6b-a1acd46a9681/ENCFF986WGG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF535FBO	bed bed9	bed	bed9	merged transcription segment quantifications	GRCh38	ENCSR114UOQ	BruUV-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF981XNP/	267198	Mats Ljungman, UMichigan	2231b77add0d56e4086d4b2b93065250		https://www.encodeproject.org/files/ENCFF535FBO/@@download/ENCFF535FBO.bed.gz				released	s3://encode-public/2022/12/21/0fcd6f40-4c67-48d5-9489-9e77989f6662/ENCFF535FBO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/0fcd6f40-4c67-48d5-9489-9e77989f6662/ENCFF535FBO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF434JUU	bed bed9	bed	bed9	merged transcription segment quantifications	GRCh38	ENCSR114UOQ	BruUV-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF344IWK/	263571	Mats Ljungman, UMichigan	7ba76847fff098c12b21e6b5c8aba446		https://www.encodeproject.org/files/ENCFF434JUU/@@download/ENCFF434JUU.bed.gz				released	s3://encode-public/2022/12/21/045b7199-dff0-4a57-9cc6-7098b67b9e05/ENCFF434JUU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/045b7199-dff0-4a57-9cc6-7098b67b9e05/ENCFF434JUU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF318FGE	bed bed9	bed	bed9	UV enriched segment quantifications	GRCh38	ENCSR114UOQ	BruUV-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF282XBS/	150972	Mats Ljungman, UMichigan	442a4259731f6b9921a758ed47b91ebc		https://www.encodeproject.org/files/ENCFF318FGE/@@download/ENCFF318FGE.bed.gz				released	s3://encode-public/2022/12/21/122da32f-5816-4751-a4a0-2454b9fea496/ENCFF318FGE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/122da32f-5816-4751-a4a0-2454b9fea496/ENCFF318FGE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF789ZZB	bed bed9	bed	bed9	UV enriched segment quantifications	GRCh38	ENCSR114UOQ	BruUV-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF487JRG/	55765	Mats Ljungman, UMichigan	075caa58861a0373e26214c533d440fe		https://www.encodeproject.org/files/ENCFF789ZZB/@@download/ENCFF789ZZB.bed.gz				released	s3://encode-public/2022/12/21/694908ce-6e05-4cd5-9acf-5e899ab1b912/ENCFF789ZZB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/694908ce-6e05-4cd5-9acf-5e899ab1b912/ENCFF789ZZB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF361CDK	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR114UOQ	BruUV-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF480RFR/	2376956	Mats Ljungman, UMichigan	ca43cf571150108406a02def2ba918c5		https://www.encodeproject.org/files/ENCFF361CDK/@@download/ENCFF361CDK.bed.gz				released	s3://encode-public/2022/12/21/f9da4883-db5d-4749-95d9-31553bf8c83e/ENCFF361CDK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/f9da4883-db5d-4749-95d9-31553bf8c83e/ENCFF361CDK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF956CGS	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR114UOQ	BruUV-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF168YOR/	3138719	Mats Ljungman, UMichigan	f30d1037c98590327790b4b54aac19ad		https://www.encodeproject.org/files/ENCFF956CGS/@@download/ENCFF956CGS.bed.gz				released	s3://encode-public/2022/12/21/89035cfb-9246-4aa2-a85e-0d18777ce9a6/ENCFF956CGS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/89035cfb-9246-4aa2-a85e-0d18777ce9a6/ENCFF956CGS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF687UHQ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR114UOQ	BruUV-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1, 2	1_1, 2_1							/files/ENCFF480RFR/, /files/ENCFF168YOR/	2576756	Mats Ljungman, UMichigan	cb5cca0b22bb4fdca4e6568b0393caa2		https://www.encodeproject.org/files/ENCFF687UHQ/@@download/ENCFF687UHQ.bed.gz				released	s3://encode-public/2022/12/22/0dd26d8a-c63b-4185-b97c-269f9e6891a7/ENCFF687UHQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/22/0dd26d8a-c63b-4185-b97c-269f9e6891a7/ENCFF687UHQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF279OZF	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR114UOQ	BruUV-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1, 2	1_1, 2_1							/files/ENCFF687UHQ/, /files/ENCFF361CDK/, /files/ENCFF956CGS/	1285009	Mats Ljungman, UMichigan	1e3915db26840dfe16121502fc712ec5		https://www.encodeproject.org/files/ENCFF279OZF/@@download/ENCFF279OZF.bed.gz				released	s3://encode-public/2022/12/22/4d278cc2-ad40-4345-80ba-47e1bb6b6cd0/ENCFF279OZF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/22/4d278cc2-ad40-4345-80ba-47e1bb6b6cd0/ENCFF279OZF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF177LDL	bed bed9	bed	bed9	transcription segment quantifications	GRCh38	ENCSR953XJY	BruUV-seq	/human-donors/ENCDO027VXA/	EFO:0002106	A673	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF663OKK/	1061227	Mats Ljungman, UMichigan	cb349c583b4e3357ead07beab3188021		https://www.encodeproject.org/files/ENCFF177LDL/@@download/ENCFF177LDL.bed.gz				released	s3://encode-public/2022/12/21/c84c0df7-edd6-40e4-9b97-100ddf44c6c5/ENCFF177LDL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/c84c0df7-edd6-40e4-9b97-100ddf44c6c5/ENCFF177LDL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF161IUX	bed bed9	bed	bed9	transcription segment quantifications	GRCh38	ENCSR953XJY	BruUV-seq	/human-donors/ENCDO027VXA/	EFO:0002106	A673	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF914UWH/	1129654	Mats Ljungman, UMichigan	ebe3f494bede47c32e9ca345df6b32b7		https://www.encodeproject.org/files/ENCFF161IUX/@@download/ENCFF161IUX.bed.gz				released	s3://encode-public/2022/12/21/ef44cb71-1aa3-4fe8-bcff-49be6ac9df28/ENCFF161IUX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/ef44cb71-1aa3-4fe8-bcff-49be6ac9df28/ENCFF161IUX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF486FQH	bed bed9	bed	bed9	merged transcription segment quantifications	GRCh38	ENCSR953XJY	BruUV-seq	/human-donors/ENCDO027VXA/	EFO:0002106	A673	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF540YQA/	344477	Mats Ljungman, UMichigan	73595dfbe7c9d0b66d331c9b9494cff4		https://www.encodeproject.org/files/ENCFF486FQH/@@download/ENCFF486FQH.bed.gz				released	s3://encode-public/2022/12/21/bd2f4c73-23ee-4c6e-8a37-bb8a51ac5e0c/ENCFF486FQH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/bd2f4c73-23ee-4c6e-8a37-bb8a51ac5e0c/ENCFF486FQH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF064AXP	bed bed9	bed	bed9	merged transcription segment quantifications	GRCh38	ENCSR953XJY	BruUV-seq	/human-donors/ENCDO027VXA/	EFO:0002106	A673	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF462PTV/	393077	Mats Ljungman, UMichigan	986437bfeb25849722fb36f3f19790c2		https://www.encodeproject.org/files/ENCFF064AXP/@@download/ENCFF064AXP.bed.gz				released	s3://encode-public/2022/12/21/0667ef0e-5396-4166-833d-94f027f1a301/ENCFF064AXP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/0667ef0e-5396-4166-833d-94f027f1a301/ENCFF064AXP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF440MLB	bed bed9	bed	bed9	UV enriched segment quantifications	GRCh38	ENCSR953XJY	BruUV-seq	/human-donors/ENCDO027VXA/	EFO:0002106	A673	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF255LAY/	120380	Mats Ljungman, UMichigan	d8d246fcbd7b7b72ea0030bfe3196a02		https://www.encodeproject.org/files/ENCFF440MLB/@@download/ENCFF440MLB.bed.gz				released	s3://encode-public/2022/12/21/ffa606c7-3349-4bb9-abca-f91ab0cc9754/ENCFF440MLB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/ffa606c7-3349-4bb9-abca-f91ab0cc9754/ENCFF440MLB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF555MRX	bed bed9	bed	bed9	UV enriched segment quantifications	GRCh38	ENCSR953XJY	BruUV-seq	/human-donors/ENCDO027VXA/	EFO:0002106	A673	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF329PQM/	104815	Mats Ljungman, UMichigan	bca70ad36a1ba1ef04a1637733ff8926		https://www.encodeproject.org/files/ENCFF555MRX/@@download/ENCFF555MRX.bed.gz				released	s3://encode-public/2022/12/21/a459c5f9-495e-4afa-a0e5-6feecdc3e2cd/ENCFF555MRX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/a459c5f9-495e-4afa-a0e5-6feecdc3e2cd/ENCFF555MRX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF391MOR	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR953XJY	BruUV-seq	/human-donors/ENCDO027VXA/	EFO:0002106	A673	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF353XWI/	2222632	Mats Ljungman, UMichigan	3bd65e387fc62fe25156cba19862e072		https://www.encodeproject.org/files/ENCFF391MOR/@@download/ENCFF391MOR.bed.gz				released	s3://encode-public/2022/12/21/518bf81d-ccb8-4736-b509-91ecb64b2b90/ENCFF391MOR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/518bf81d-ccb8-4736-b509-91ecb64b2b90/ENCFF391MOR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF453ARA	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR953XJY	BruUV-seq	/human-donors/ENCDO027VXA/	EFO:0002106	A673	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF203ZEY/	2349623	Mats Ljungman, UMichigan	1e42e9990b3ef0523538335c9c3ea79d		https://www.encodeproject.org/files/ENCFF453ARA/@@download/ENCFF453ARA.bed.gz				released	s3://encode-public/2022/12/21/708ba94e-b43b-42ab-9f38-056445dbcdf1/ENCFF453ARA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/708ba94e-b43b-42ab-9f38-056445dbcdf1/ENCFF453ARA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF018XWT	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR953XJY	BruUV-seq	/human-donors/ENCDO027VXA/	EFO:0002106	A673	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1, 2	1_1, 2_1							/files/ENCFF353XWI/, /files/ENCFF203ZEY/	2085857	Mats Ljungman, UMichigan	4c45f5b0cd544e25df6aaeb0f5020a89		https://www.encodeproject.org/files/ENCFF018XWT/@@download/ENCFF018XWT.bed.gz				released	s3://encode-public/2022/12/22/966e38a4-0e05-48e6-a9b4-c8957e78b740/ENCFF018XWT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/22/966e38a4-0e05-48e6-a9b4-c8957e78b740/ENCFF018XWT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
